lemma,"poscode","surface"
ORL,"0","ORL"
ORN,"0","ORN"
ORP,"0","ORP"
ORT,"0","ORT"
ORV,"0","ORV"
ORW,"0","ORW"
ORX,"0","ORX"
ORY,"0","ORY"
OSB,"0","OSB"
OSC,"0","OSC"
OSD,"0","OSD"
OSH,"0","OSH"
OSI,"0","OSI"
OSK,"0","OSK"
OSL,"0","OSL"
OSN,"0","OSN"
OSP,"0","OSP"
OSR,"0","OSR"
OSS,"0","OSS"
OST,"0","OST"
OSU,"0","OSU"
OSW,"0","OSW"
OSY,"0","OSY"
OSZ,"0","OSZ"
OTH,"0","OTH"
OTI,"0","OTI"
OTM,"0","OTM"
OTP,"0","OTP"
OTR,"0","OTR"
OTU,"0","OTU"
OTZ,"0","OTZ"
OUA,"0","OUA"
OUD,"0","OUD"
OUE,"0","OUE"
OUI,"0","OUI"
OUL,"0","OUL"
OUZ,"0","OUZ"
OVA,"0","OVA"
OVB,"0","OVB"
OVD,"0","OVD"
OVS,"0","OVS"
OWB,"0","OWB"
OWD,"0","OWD"
OXB,"0","OXB"
OXC,"0","OXC"
OXF,"0","OXF"
OXR,"0","OXR"
OYE,"0","OYE"
OYL,"0","OYL"
OZA,"0","OZA"
OZC,"0","OZC"
OZH,"0","OZH"
OZP,"0","OZP"
OZR,"0","OZR"
OZZ,"0","OZZ"
P08,"0","P08"
P52,"0","P52"
PAB,"0","PAB"
PAC,"0","PAC"
PAD,"0","PAD"
PAE,"0","PAE"
PAF,"0","PAF"
PAG,"0","PAG"
PAH,"0","PAH"
PAJ,"0","PAJ"
PAL,"0","PAL"
PAM,"0","PAM"
PAN,"0","PAN"
PAO,"0","PAO"
PAP,"0","PAP"
PAQ,"0","PAQ"
PAS,"0","PAS"
PAT,"0","PAT"
PAV,"0","PAV"
PAX,"0","PAX"
PAZ,"0","PAZ"
PBC,"0","PBC"
PBD,"0","PBD"
PBF,"0","PBF"
PBG,"0","PBG"
PBH,"0","PBH"
PBI,"0","PBI"
PBJ,"0","PBJ"
PBL,"0","PBL"
PBM,"0","PBM"
PBN,"0","PBN"
PBO,"0","PBO"
PBP,"0","PBP"
PBR,"0","PBR"
PBU,"0","PBU"
PBX,"0","PBX"
PCA,"0","PCA"
PCB,"0","PCB"
PCL,"0","PCL"
PCN,"0","PCN"
PCP,"0","PCP"
PCR,"0","PCR"
PCS,"0","PCS"
PCW,"0","PCW"
PCZ,"0","PCZ"
PDA,"0","PDA"
PDG,"0","PDG"
PDK,"0","PDK"
PDL,"0","PDL"
PDO,"0","PDO"
PDP,"0","PDP"
PDS,"0","PDS"
PDT,"0","PDT"
PDU,"0","PDU"
PDV,"0","PDV"
PDX,"0","PDX"
PEA,"0","PEA"
PED,"0","PED"
PEE,"0","PEE"
PEF,"0","PEF"
PEG,"0","PEG"
PEI,"0","PEI"
PEK,"0","PEK"
PEM,"0","PEM"
PEN,"0","PEN"
PEQ,"0","PEQ"
PER,"0","PER"
PES,"0","PES"
PET,"0","PET"
PEU,"0","PEU"
PEV,"0","PEV"
PEW,"0","PEW"
PEX,"0","PEX"
PEZ,"0","PEZ"
PFB,"0","PFB"
PFJ,"0","PFJ"
PFN,"0","PFN"
PFO,"0","PFO"
PFQ,"0","PFQ"
PFR,"0","PFR"
PGA,"0","PGA"
PGD,"0","PGD"
PGF,"0","PGF"
PGH,"0","PGH"
PGK,"0","PGK"
PGU,"0","PGU"
PGV,"0","PGV"
PGX,"0","PGX"
PHA,"0","PHA"
PHC,"0","PHC"
PHD,"0","PHD"
PHE,"0","PHE"
PHF,"0","PHF"
PHK,"0","PHK"
PHL,"0","PHL"
PHN,"0","PHN"
PHS,"0","PHS"
PHW,"0","PHW"
PHX,"0","PHX"
PHY,"0","PHY"
PIA,"0","PIA"
PIB,"0","PIB"
PID,"0","PID"
PIE,"0","PIE"
PIF,"0","PIF"
PIH,"0","PIH"
PIK,"0","PIK"
PIM,"0","PIM"
PIN,"0","PIN"
PIO,"0","PIO"
PIP,"0","PIP"
PIR,"0","PIR"
PIS,"0","PIS"
PIT,"0","PIT"
PIU,"0","PIU"
PIW,"0","PIW"
PIX,"0","PIX"
PIZ,"0","PIZ"
PJA,"0","PJA"
PJC,"0","PJC"
PJG,"0","PJG"
PJM,"0","PJM"
PKA,"0","PKA"
PKB,"0","PKB"
PKC,"0","PKC"
PKE,"0","PKE"
PKG,"0","PKG"
PKH,"0","PKH"
PKK,"0","PKK"
PKN,"0","PKN"
PKP,"0","PKP"
PKR,"0","PKR"
PKT,"0","PKT"
PKU,"0","PKU"
PKV,"0","PKV"
PKW,"0","PKW"
PKY,"0","PKY"
PKZ,"0","PKZ"
PLD,"0","PLD"
PLH,"0","PLH"
PLL,"0","PLL"
PLM,"0","PLM"
PLN,"0","PLN"
PLO,"0","PLO"
PLP,"0","PLP"
PLQ,"0","PLQ"
PLS,"0","PLS"
PLU,"0","PLU"
PLV,"0","PLV"
PLW,"0","PLW"
PLX,"0","PLX"
PLZ,"0","PLZ"
PMA,"0","PMA"
PMB,"0","PMB"
PMC,"0","PMC"
PMD,"0","PMD"
PMF,"0","PMF"
PMG,"0","PMG"
PMI,"0","PMI"
PMK,"0","PMK"
PML,"0","PML"
PMO,"0","PMO"
PMP,"0","PMP"
PMQ,"0","PMQ"
PMR,"0","PMR"
PMS,"0","PMS"
PMV,"0","PMV"
PMW,"0","PMW"
PMY,"0","PMY"
PMZ,"0","PMZ"
PNA,"0","PNA"
PNB,"0","PNB"
PNC,"0","PNC"
PNE,"0","PNE"
PNH,"0","PNH"
PNI,"0","PNI"
PNK,"0","PNK"
PNL,"0","PNL"
PNM,"0","PNM"
PNP,"0","PNP"
PNQ,"0","PNQ"
PNR,"0","PNR"
PNS,"0","PNS"
PNT,"0","PNT"
PNV,"0","PNV"
PNY,"0","PNY"
PNZ,"0","PNZ"
POA,"0","POA"
POB,"0","POB"
POC,"0","POC"
POE,"0","POE"
POF,"0","POF"
POG,"0","POG"
POI,"0","POI"
POJ,"0","POJ"
POL,"0","POL"
POM,"0","POM"
POO,"0","POO"
POP,"0","POP"
POR,"0","POR"
POS,"0","POS"
POT,"0","POT"
POU,"0","POU"
POW,"0","POW"
POX,"0","POX"
POZ,"0","POZ"
PPB,"0","PPB"
PPC,"0","PPC"
PPE,"0","PPE"
PPG,"0","PPG"
PPK,"0","PPK"
PPL,"0","PPL"
PPN,"0","PPN"
PPP,"0","PPP"
PPQ,"0","PPQ"
PPS,"0","PPS"
PPT,"0","PPT"
PPW,"0","PPW"
PPY,"0","PPY"
PQC,"0","PQC"
PQI,"0","PQI"
PQQ,"0","PQQ"
PRA,"0","PRA"
PRB,"0","PRB"
PRC,"0","PRC"
PRG,"0","PRG"
PRH,"0","PRH"
PRI,"0","PRI"
PRN,"0","PRN"
PRV,"0","PRV"
PRX,"0","PRX"
PRY,"0","PRY"
PSA,"0","PSA"
PSC,"0","PSC"
PSD,"0","PSD"
PSE,"0","PSE"
PSG,"0","PSG"
PSH,"0","PSH"
PSI,"0","PSI"
PSJ,"0","PSJ"
PSL,"0","PSL"
PSM,"0","PSM"
PSO,"0","PSO"
PSP,"0","PSP"
PSR,"0","PSR"
PSS,"0","PSS"
PSU,"0","PSU"
PSX,"0","PSX"
PSY,"0","PSY"
PSZ,"0","PSZ"
PTB,"0","PTB"
PTF,"0","PTF"
PTG,"0","PTG"
PTH,"0","PTH"
PTJ,"0","PTJ"
PTK,"0","PTK"
PTP,"0","PTP"
PTT,"0","PTT"
PTU,"0","PTU"
PTY,"0","PTY"
PTZ,"0","PTZ"
PUB,"0","PUB"
PUC,"0","PUC"
PUD,"0","PUD"
PUE,"0","PUE"
PUF,"0","PUF"
PUG,"0","PUG"
PUJ,"0","PUJ"
PUK,"0","PUK"
PUQ,"0","PUQ"
PUR,"0","PUR"
PUS,"0","PUS"
PUT,"0","PUT"
PUU,"0","PUU"
PUW,"0","PUW"
PUY,"0","PUY"
PUZ,"0","PUZ"
PVA,"0","PVA"
PVC,"0","PVC"
PVD,"0","PVD"
PVG,"0","PVG"
PVH,"0","PVH"
PVK,"0","PVK"
PVO,"0","PVO"
PVR,"0","PVR"
PVS,"0","PVS"
PVU,"0","PVU"
PWE,"0","PWE"
PWK,"0","PWK"
PWM,"0","PWM"
PWQ,"0","PWQ"
PWT,"0","PWT"
PWY,"0","PWY"
PXE,"0","PXE"
PXH,"0","PXH"
PXM,"0","PXM"
PXO,"0","PXO"
PXU,"0","PXU"
PYE,"0","PYE"
PYH,"0","PYH"
PYJ,"0","PYJ"
PYK,"0","PYK"
PYM,"0","PYM"
PYP,"0","PYP"
PYR,"0","PYR"
PYY,"0","PYY"
PZA,"0","PZA"
PZB,"0","PZB"
PZE,"0","PZE"
PZH,"0","PZH"
PZL,"0","PZL"
PZO,"0","PZO"
PZU,"0","PZU"
PZY,"0","PZY"
QAS,"0","QAS"
QBC,"0","QBC"
QBX,"0","QBX"
QCJ,"0","QCJ"
QCY,"0","QCY"
QDJ,"0","QDJ"
QEF,"0","QEF"
QFD,"0","QFD"
QFO,"0","QFO"
QGY,"0","QGY"
QHP,"0","QHP"
QHR,"0","QHR"
QKT,"0","QKT"
QLA,"0","QLA"
QLP,"0","QLP"
QLS,"0","QLS"
QLT,"0","QLT"
QMJ,"0","QMJ"
QNC,"0","QNC"
QNJ,"0","QNJ"
QNV,"0","QNV"
QNX,"0","QNX"
QOW,"0","QOW"
QPA,"0","QPA"
QPG,"0","QPG"
QPS,"0","QPS"
QPZ,"0","QPZ"
QRA,"0","QRA"
QRO,"0","QRO"
QSA,"0","QSA"
QSC,"0","QSC"
QSF,"0","QSF"
QSN,"0","QSN"
QSR,"0","QSR"
QUO,"0","QUO"
QUS,"0","QUS"
QVY,"0","QVY"
QXB,"0","QXB"
QXR,"0","QXR"
QYD,"0","QYD"
QYR,"0","QYR"
RAB,"0","RAB"
RAC,"0","RAC"
RAE,"0","RAE"
RAH,"0","RAH"
RAI,"0","RAI"
RAJ,"0","RAJ"
RAK,"0","RAK"
RAL,"0","RAL"
RAM,"0","RAM"
RAO,"0","RAO"
RAP,"0","RAP"
RAR,"0","RAR"
RAS,"0","RAS"
RAT,"0","RAT"
RAZ,"0","RAZ"
RBA,"0","RBA"
RBB,"0","RBB"
RBD,"0","RBD"
RBE,"0","RBE"
RBK,"0","RBK"
RBM,"0","RBM"
RBR,"0","RBR"
RBV,"0","RBV"
RBX,"0","RBX"
RBY,"0","RBY"
RCA,"0","RCA"
RCB,"0","RCB"
RCH,"0","RCH"
RCL,"0","RCL"
RCM,"0","RCM"
RCO,"0","RCO"
RCS,"0","RCS"
RCU,"0","RCU"
RCZ,"0","RCZ"
RDC,"0","RDC"
RDD,"0","RDD"
RDG,"0","RDG"
RDM,"0","RDM"
RDN,"0","RDN"
RDP,"0","RDP"
RDR,"0","RDR"
RDS,"0","RDS"
RDU,"0","RDU"
RDZ,"0","RDZ"
REA,"0","REA"
REC,"0","REC"
REG,"0","REG"
REI,"0","REI"
REL,"0","REL"
REN,"0","REN"
REP,"0","REP"
RES,"0","RES"
RET,"0","RET"
REU,"0","REU"
REX,"0","REX"
REY,"0","REY"
RFD,"0","RFD"
RFP,"0","RFP"
RFS,"0","RFS"
RGA,"0","RGA"
RGI,"0","RGI"
RGK,"0","RGK"
RGL,"0","RGL"
RGN,"0","RGN"
RGS,"0","RGS"
RGT,"0","RGT"
RHD,"0","RHD"
RHE,"0","RHE"
RHI,"0","RHI"
RHO,"0","RHO"
RHP,"0","RHP"
RHV,"0","RHV"
RIA,"0","RIA"
RIB,"0","RIB"
RIC,"0","RIC"
RID,"0","RID"
RIF,"0","RIF"
RIJ,"0","RIJ"
RIL,"0","RIL"
RIN,"0","RIN"
RIR,"0","RIR"
RIS,"0","RIS"
RIU,"0","RIU"
RIV,"0","RIV"
RIW,"0","RIW"
RIX,"0","RIX"
RIY,"0","RIY"
RJA,"0","RJA"
RJH,"0","RJH"
RJK,"0","RJK"
RJL,"0","RJL"
RJN,"0","RJN"
RKD,"0","RKD"
RKE,"0","RKE"
RKH,"0","RKH"
RKP,"0","RKP"
RKR,"0","RKR"
RKS,"0","RKS"
RKT,"0","RKT"
RKV,"0","RKV"
RLG,"0","RLG"
RLK,"0","RLK"
RMA,"0","RMA"
RME,"0","RME"
RMF,"0","RMF"
RMG,"0","RMG"
RMI,"0","RMI"
RMK,"0","RMK"
RML,"0","RML"
RMQ,"0","RMQ"
RMS,"0","RMS"
RMT,"0","RMT"
RMY,"0","RMY"
RNA,"0","RNA"
RNB,"0","RNB"
RND,"0","RND"
RNE,"0","RNE"
RNH,"0","RNH"
RNI,"0","RNI"
RNJ,"0","RNJ"
RNL,"0","RNL"
RNM,"0","RNM"
RNN,"0","RNN"
RNO,"0","RNO"
RNS,"0","RNS"
RNT,"0","RNT"
ROA,"0","ROA"
ROB,"0","ROB"
ROC,"0","ROC"
ROD,"0","ROD"
ROI,"0","ROI"
ROK,"0","ROK"
ROO,"0","ROO"
ROP,"0","ROP"
ROR,"0","ROR"
ROS,"0","ROS"
ROT,"0","ROT"
ROV,"0","ROV"
ROW,"0","ROW"
RPB,"0","RPB"
RPN,"0","RPN"
RPR,"0","RPR"
RQW,"0","RQW"
RRG,"0","RRG"
RRK,"0","RRK"
RRS,"0","RRS"
RSA,"0","RSA"
RSD,"0","RSD"
RSH,"0","RSH"
RSL,"0","RSL"
RST,"0","RST"
RSU,"0","RSU"
RSW,"0","RSW"
RTA,"0","RTA"
RTB,"0","RTB"
RTG,"0","RTG"
RTM,"0","RTM"
RTS,"0","RTS"
RTW,"0","RTW"
RUA,"0","RUA"
RUG,"0","RUG"
RUH,"0","RUH"
RUK,"0","RUK"
RUM,"0","RUM"
RUN,"0","RUN"
RUR,"0","RUR"
RUS,"0","RUS"
RUT,"0","RUT"
RUV,"0","RUV"
RVA,"0","RVA"
RVD,"0","RVD"
RVE,"0","RVE"
RVK,"0","RVK"
RVN,"0","RVN"
RVR,"0","RVR"
RVS,"0","RVS"
RVT,"0","RVT"
RVV,"0","RVV"
RVY,"0","RVY"
RWF,"0","RWF"
RWI,"0","RWI"
RWL,"0","RWL"
RWN,"0","RWN"
RXS,"0","RXS"
RYB,"0","RYB"
RYG,"0","RYG"
RYK,"0","RYK"
RYN,"0","RYN"
RYY,"0","RYY"
RZA,"0","RZA"
RZE,"0","RZE"
RZP,"0","RZP"
RZR,"0","RZR"
RZS,"0","RZS"
S40,"0","S40"
S46,"0","S46"
SAA,"0","SAA"
SAB,"0","SAB"
SAC,"0","SAC"
SAD,"0","SAD"
SAF,"0","SAF"
SAH,"0","SAH"
SAK,"0","SAK"
SAL,"0","SAL"
SAN,"0","SAN"
SAP,"0","SAP"
SAQ,"0","SAQ"
SAT,"0","SAT"
SAV,"0","SAV"
SAW,"0","SAW"
SAY,"0","SAY"
SBA,"0","SBA"
SBD,"0","SBD"
SBG,"0","SBG"
SBH,"0","SBH"
SBK,"0","SBK"
SBM,"0","SBM"
SBN,"0","SBN"
SBO,"0","SBO"
SBP,"0","SBP"
SBR,"0","SBR"
SBS,"0","SBS"
SBU,"0","SBU"
SBW,"0","SBW"
SBY,"0","SBY"
SBZ,"0","SBZ"
SCC,"0","SCC"
SCD,"0","SCD"
SCE,"0","SCE"
SCH,"0","SCH"
SCK,"0","SCK"
SCL,"0","SCL"
SCM,"0","SCM"
SCN,"0","SCN"
SCO,"0","SCO"
SCQ,"0","SCQ"
SCS,"0","SCS"
SCT,"0","SCT"
SCU,"0","SCU"
SCV,"0","SCV"
SCW,"0","SCW"
SCY,"0","SCY"
SCZ,"0","SCZ"
SDC,"0","SDC"
SDD,"0","SDD"
SDE,"0","SDE"
SDF,"0","SDF"
SDG,"0","SDG"
SDJ,"0","SDJ"
SDK,"0","SDK"
SDL,"0","SDL"
SDM,"0","SDM"
SDN,"0","SDN"
SDP,"0","SDP"
SDQ,"0","SDQ"
SDR,"0","SDR"
SDS,"0","SDS"
SDT,"0","SDT"
SDU,"0","SDU"
SDV,"0","SDV"
SDX,"0","SDX"
SDY,"0","SDY"
SEA,"0","SEA"
SEB,"0","SEB"
SEE,"0","SEE"
SEF,"0","SEF"
SEH,"0","SEH"
SEK,"0","SEK"
SEM,"0","SEM"
SEN,"0","SEN"
SEU,"0","SEU"
SEY,"0","SEY"
SEZ,"0","SEZ"
SFA,"0","SFA"
SFB,"0","SFB"
SFC,"0","SFC"
SFD,"0","SFD"
SFE,"0","SFE"
SFF,"0","SFF"
SFG,"0","SFG"
SFH,"0","SFH"
SFJ,"0","SFJ"
SFK,"0","SFK"
SFL,"0","SFL"
SFN,"0","SFN"
SFO,"0","SFO"
SFQ,"0","SFQ"
SFS,"0","SFS"
SFT,"0","SFT"
SFZ,"0","SFZ"
SGC,"0","SGC"
SGD,"0","SGD"
SGF,"0","SGF"
SGH,"0","SGH"
SGI,"0","SGI"
SGN,"0","SGN"
SGO,"0","SGO"
SGQ,"0","SGQ"
SGR,"0","SGR"
SGS,"0","SGS"
SGU,"0","SGU"
SGV,"0","SGV"
SGX,"0","SGX"
SGY,"0","SGY"
SHA,"0","SHA"
SHB,"0","SHB"
SHD,"0","SHD"
SHE,"0","SHE"
SHG,"0","SHG"
SHH,"0","SHH"
SHI,"0","SHI"
SHJ,"0","SHJ"
SHL,"0","SHL"
SHM,"0","SHM"
SHN,"0","SHN"
SHO,"0","SHO"
SHP,"0","SHP"
SHR,"0","SHR"
SHT,"0","SHT"
SHV,"0","SHV"
SHW,"0","SHW"
SHX,"0","SHX"
SHY,"0","SHY"
SIA,"0","SIA"
SIC,"0","SIC"
SID,"0","SID"
SIF,"0","SIF"
SIG,"0","SIG"
SIJ,"0","SIJ"
SIK,"0","SIK"
SIN,"0","SIN"
SIP,"0","SIP"
SIQ,"0","SIQ"
SIR,"0","SIR"
SIS,"0","SIS"
SIT,"0","SIT"
SIU,"0","SIU"
SJC,"0","SJC"
SJD,"0","SJD"
SJE,"0","SJE"
SJI,"0","SJI"
SJJ,"0","SJJ"
SJK,"0","SJK"
SJL,"0","SJL"
SJO,"0","SJO"
SJP,"0","SJP"
SJT,"0","SJT"
SJU,"0","SJU"
SJW,"0","SJW"
SJY,"0","SJY"
SJZ,"0","SJZ"
SKA,"0","SKA"
SKB,"0","SKB"
SKD,"0","SKD"
SKE,"0","SKE"
SKF,"0","SKF"
SKG,"0","SKG"
SKH,"0","SKH"
SKK,"0","SKK"
SKN,"0","SKN"
SKO,"0","SKO"
SKP,"0","SKP"
SKS,"0","SKS"
SKT,"0","SKT"
SKU,"0","SKU"
SKV,"0","SKV"
SKX,"0","SKX"
SKY,"0","SKY"
SKZ,"0","SKZ"
SLA,"0","SLA"
SLC,"0","SLC"
SLD,"0","SLD"
SLE,"0","SLE"
SLF,"0","SLF"
SLH,"0","SLH"
SLI,"0","SLI"
SLK,"0","SLK"
SLL,"0","SLL"
SLM,"0","SLM"
SLN,"0","SLN"
SLP,"0","SLP"
SLQ,"0","SLQ"
SLU,"0","SLU"
SLV,"0","SLV"
SLW,"0","SLW"
SLX,"0","SLX"
SLY,"0","SLY"
SLZ,"0","SLZ"
SMA,"0","SMA"
SMD,"0","SMD"
SME,"0","SME"
SMF,"0","SMF"
SMI,"0","SMI"
SMK,"0","SMK"
SML,"0","SML"
SMN,"0","SMN"
SMO,"0","SMO"
SMQ,"0","SMQ"
SMR,"0","SMR"
SMS,"0","SMS"
SMV,"0","SMV"
SMW,"0","SMW"
SMX,"0","SMX"
SMZ,"0","SMZ"
SNA,"0","SNA"
SNC,"0","SNC"
SNE,"0","SNE"
SNJ,"0","SNJ"
SNN,"0","SNN"
SNO,"0","SNO"
SNP,"0","SNP"
SNR,"0","SNR"
SNS,"0","SNS"
SNU,"0","SNU"
SNV,"0","SNV"
SNW,"0","SNW"
SNY,"0","SNY"
SOA,"0","SOA"
SOB,"0","SOB"
SOC,"0","SOC"
SOD,"0","SOD"
SOF,"0","SOF"
SOG,"0","SOG"
SOJ,"0","SOJ"
SOM,"0","SOM"
SON,"0","SON"
SOO,"0","SOO"
SOP,"0","SOP"
SOQ,"0","SOQ"
SOT,"0","SOT"
SOU,"0","SOU"
SOW,"0","SOW"
SOY,"0","SOY"
SOZ,"0","SOZ"
SPB,"0","SPB"
SPC,"0","SPC"
SPD,"0","SPD"
SPF,"0","SPF"
SPG,"0","SPG"
SPI,"0","SPI"
SPK,"0","SPK"
SPM,"0","SPM"
SPN,"0","SPN"
SPP,"0","SPP"
SPS,"0","SPS"
SPU,"0","SPU"
SPW,"0","SPW"
SPY,"0","SPY"
SPZ,"0","SPZ"
SQG,"0","SQG"
SQH,"0","SQH"
SQL,"0","SQL"
SQO,"0","SQO"
SQQ,"0","SQQ"
SQX,"0","SQX"
SRA,"0","SRA"
SRE,"0","SRE"
SRG,"0","SRG"
SRH,"0","SRH"
SRI,"0","SRI"
SRJ,"0","SRJ"
SRN,"0","SRN"
SRP,"0","SRP"
SRQ,"0","SRQ"
SRR,"0","SRR"
SRT,"0","SRT"
SRX,"0","SRX"
SRY,"0","SRY"
SRZ,"0","SRZ"
SSA,"0","SSA"
SSC,"0","SSC"
SSE,"0","SSE"
SSF,"0","SSF"
SSG,"0","SSG"
SSH,"0","SSH"
SSI,"0","SSI"
SSJ,"0","SSJ"
SSN,"0","SSN"
SSR,"0","SSR"
SST,"0","SST"
SSV,"0","SSV"
SSY,"0","SSY"
SSZ,"0","SSZ"
STA,"0","STA"
STB,"0","STB"
STC,"0","STC"
STD,"0","STD"
STE,"0","STE"
STG,"0","STG"
STI,"0","STI"
STJ,"0","STJ"
STK,"0","STK"
STL,"0","STL"
STM,"0","STM"
STN,"0","STN"
STP,"0","STP"
STR,"0","STR"
STS,"0","STS"
STT,"0","STT"
STU,"0","STU"
STV,"0","STV"
STW,"0","STW"
STX,"0","STX"
STY,"0","STY"
STZ,"0","STZ"
SUA,"0","SUA"
SUB,"0","SUB"
SUF,"0","SUF"
SUG,"0","SUG"
SUI,"0","SUI"
SUJ,"0","SUJ"
SUL,"0","SUL"
SUN,"0","SUN"
SUR,"0","SUR"
SUS,"0","SUS"
SUT,"0","SUT"
SUU,"0","SUU"
SUV,"0","SUV"
SUX,"0","SUX"
SUY,"0","SUY"
SUZ,"0","SUZ"
SVA,"0","SVA"
SVB,"0","SVB"
SVD,"0","SVD"
SVG,"0","SVG"
SVH,"0","SVH"
SVI,"0","SVI"
SVJ,"0","SVJ"
SVL,"0","SVL"
SVN,"0","SVN"
SVO,"0","SVO"
SVP,"0","SVP"
SVQ,"0","SVQ"
SVU,"0","SVU"
SVW,"0","SVW"
SVX,"0","SVX"
SVZ,"0","SVZ"
SWA,"0","SWA"
SWD,"0","SWD"
SWF,"0","SWF"
SWH,"0","SWH"
SWJ,"0","SWJ"
SWP,"0","SWP"
SWQ,"0","SWQ"
SWS,"0","SWS"
SWT,"0","SWT"
SWU,"0","SWU"
SWX,"0","SWX"
SXB,"0","SXB"
SXE,"0","SXE"
SXF,"0","SXF"
SXJ,"0","SXJ"
SXK,"0","SXK"
SXL,"0","SXL"
SXM,"0","SXM"
SXN,"0","SXN"
SXO,"0","SXO"
SXQ,"0","SXQ"
SXR,"0","SXR"
SXX,"0","SXX"
SYD,"0","SYD"
SYH,"0","SYH"
SYM,"0","SYM"
SYO,"0","SYO"
SYQ,"0","SYQ"
SYR,"0","SYR"
SYU,"0","SYU"
SYW,"0","SYW"
SYX,"0","SYX"
SYY,"0","SYY"
SYZ,"0","SYZ"
SZA,"0","SZA"
SZB,"0","SZB"
SZF,"0","SZF"
SZG,"0","SZG"
SZK,"0","SZK"
SZL,"0","SZL"
SZS,"0","SZS"
SZT,"0","SZT"
SZV,"0","SZV"
SZW,"0","SZW"
SZX,"0","SZX"
SZY,"0","SZY"
SZZ,"0","SZZ"
TAB,"0","TAB"
TAC,"0","TAC"
TAE,"0","TAE"
TAF,"0","TAF"
TAG,"0","TAG"
TAH,"0","TAH"
TAI,"0","TAI"
TAK,"0","TAK"
TAM,"0","TAM"
TAN,"0","TAN"
TAO,"0","TAO"
TAP,"0","TAP"
TAR,"0","TAR"
TAS,"0","TAS"
TAT,"0","TAT"
TAY,"0","TAY"
TAZ,"0","TAZ"
TBB,"0","TBB"
TBF,"0","TBF"
TBG,"0","TBG"
TBH,"0","TBH"
TBJ,"0","TBJ"
TBN,"0","TBN"
TBO,"0","TBO"
TBP,"0","TBP"
TBS,"0","TBS"
TBT,"0","TBT"
TBU,"0","TBU"
TBW,"0","TBW"
TBZ,"0","TBZ"
TCA,"0","TCA"
TCB,"0","TCB"
TCC,"0","TCC"
TCE,"0","TCE"
TCG,"0","TCG"
TCH,"0","TCH"
TCL,"0","TCL"
TCM,"0","TCM"
TCN,"0","TCN"
TCO,"0","TCO"
TCP,"0","TCP"
TCQ,"0","TCQ"
TCS,"0","TCS"
TCZ,"0","TCZ"
TDD,"0","TDD"
TDF,"0","TDF"
TDG,"0","TDG"
TDJ,"0","TDJ"
TDK,"0","TDK"
TDL,"0","TDL"
TDR,"0","TDR"
TDX,"0","TDX"
TEA,"0","TEA"
TEB,"0","TEB"
TED,"0","TED"
TEE,"0","TEE"
TEF,"0","TEF"
TEM,"0","TEM"
TEN,"0","TEN"
TEQ,"0","TEQ"
TER,"0","TER"
TET,"0","TET"
TEU,"0","TEU"
TEV,"0","TEV"
TEX,"0","TEX"
TEZ,"0","TEZ"
TFF,"0","TFF"
TFL,"0","TFL"
TFN,"0","TFN"
TFS,"0","TFS"
TGD,"0","TGD"
TGG,"0","TGG"
TGH,"0","TGH"
TGI,"0","TGI"
TGJ,"0","TGJ"
TGM,"0","TGM"
TGN,"0","TGN"
TGO,"0","TGO"
TGR,"0","TGR"
TGT,"0","TGT"
TGU,"0","TGU"
TGZ,"0","TGZ"
THE,"0","THE"
THF,"0","THF"
THG,"0","THG"
THL,"0","THL"
THN,"0","THN"
THO,"0","THO"
THR,"0","THR"
THS,"0","THS"
THU,"0","THU"
THZ,"0","THZ"
TIA,"0","TIA"
TID,"0","TID"
TIE,"0","TIE"
TIF,"0","TIF"
TIH,"0","TIH"
TII,"0","TII"
TIJ,"0","TIJ"
TIK,"0","TIK"
TIM,"0","TIM"
TIN,"0","TIN"
TIP,"0","TIP"
TIQ,"0","TIQ"
TIR,"0","TIR"
TIU,"0","TIU"
TIV,"0","TIV"
TIW,"0","TIW"
TIX,"0","TIX"
TIY,"0","TIY"
TIZ,"0","TIZ"
TJA,"0","TJA"
TJG,"0","TJG"
TJH,"0","TJH"
TJL,"0","TJL"
TJM,"0","TJM"
TJQ,"0","TJQ"
TJS,"0","TJS"
TJU,"0","TJU"
TKA,"0","TKA"
TKC,"0","TKC"
TKD,"0","TKD"
TKF,"0","TKF"
TKG,"0","TKG"
TKI,"0","TKI"
TKJ,"0","TKJ"
TKK,"0","TKK"
TKN,"0","TKN"
TKP,"0","TKP"
TKQ,"0","TKQ"
TKS,"0","TKS"
TKT,"0","TKT"
TKU,"0","TKU"
TKX,"0","TKX"
TLA,"0","TLA"
TLC,"0","TLC"
TLD,"0","TLD"
TLE,"0","TLE"
TLH,"0","TLH"
TLI,"0","TLI"
TLJ,"0","TLJ"
TLL,"0","TLL"
TLM,"0","TLM"
TLN,"0","TLN"
TLQ,"0","TLQ"
TLS,"0","TLS"
TLU,"0","TLU"
TLV,"0","TLV"
TLX,"0","TLX"
TMA,"0","TMA"
TMB,"0","TMB"
TMC,"0","TMC"
TME,"0","TME"
TMF,"0","TMF"
TMG,"0","TMG"
TMI,"0","TMI"
TMJ,"0","TMJ"
TML,"0","TML"
TMM,"0","TMM"
TMN,"0","TMN"
TMP,"0","TMP"
TMR,"0","TMR"
TMS,"0","TMS"
TMT,"0","TMT"
TMU,"0","TMU"
TMW,"0","TMW"
TMX,"0","TMX"
TN0,"0","TN0"
